Pertanyaan,Jawaban,Label
Apa yang dimaksud dengan Dividen Yield (DY) dalam dunia saham?,"Dividen Yield atau DY ialah rasio dari dividen dibanding harga saham. Umpamanya harga saham TLKM Rp.2000/lbr dengan dividen Rp.50/lbr, sehingga nilai DY sebesar 2.5%. Nilai DPR tinggi tak serta merta nilai DY pun tinggi. Misalnya saham UNVR kerap memberikan 100% laba yang dihasilkan ke dividen yang artinya nilai DPR 100%. Namun nilai DY cuma 2-3% sebab valuasi harga saham cukup mahal.",Istilah
EPS dikatakan baik apabila?,"EPS yang meningkat menunjukkan bahwa usaha emiten sedang berkembang. Investor perlu membandingkan nilai EPS dengan periode sebelumnya untuk mendapatkan gambaran yang lebih komprehensif tentang kinerja perusahaan dari waktu ke waktu. Dengan membandingkan EPS dari periode yang lebih lama, investor dapat mengevaluasi apakah emiten berhasil mencapai pertumbuhan yang berkelanjutan dan menilai apakah perusahaan memiliki kinerja yang baik dalam menghasilkan laba per lembar saham. Perbandingan ini membantu investor dalam mengidentifikasi tren pertumbuhan dan potensi keuntungan dalam investasi saham.",Investasi
PER dikatakan baik apabila?,"PER yang rendah menunjukkan bahwa harga saham tersebut dianggap murah. Investor perlu membandingkan nilai PER dengan saham-saham di sektor yang sejenis untuk mendapatkan gambaran yang lebih tepat tentang valuasi saham. Dengan membandingkan PER dengan saham di sektor yang serupa, investor dapat menilai apakah harga saham tersebut berada pada tingkat yang wajar atau mungkin undervalued (di bawah valuasi yang seharusnya). Perbandingan ini membantu investor dalam pengambilan keputusan investasi yang lebih cerdas.",Investasi
PBV dikatakan baik apabila?,"PBV yang rendah menunjukkan bahwa harga saham tersebut dianggap murah. Investor perlu membandingkan nilai PBV dengan saham sektor yang sejenis untuk mendapatkan gambaran yang lebih akurat tentang valuasi saham. Dengan membandingkan PBV dengan saham sektor setipe, investor dapat menilai apakah harga saham tersebut berada pada tingkat yang wajar atau mungkin undervalued (di bawah valuasi yang seharusnya). Perbandingan ini membantu investor dalam pengambilan keputusan investasi yang lebih cerdas.",Investasi
ROE dikatakan baik apabila?,"ROE yang meningkat menunjukkan bahwa emiten tersebut mengalami pertumbuhan dalam usahanya. Untuk mendapatkan gambaran yang lebih komprehensif, ROE harus dibandingkan dengan periode sebelumnya. Dengan membandingkan ROE dari waktu ke waktu, kita dapat memahami apakah kinerja perusahaan semakin meningkat dan apakah perusahaan berhasil mencapai pertumbuhan yang berkelanjutan dalam pengembalian modal.",Investasi
DER dikatakan baik apabila?,"DER yang baik terjadi ketika nilai DER rendah, yang menunjukkan bahwa tingkat utang emiten saham tersebut masih dapat diterima dengan baik. Dengan DER yang kecil, artinya emiten memiliki rasio kewajiban utang yang lebih sehat dibandingkan dengan modalnya. Hal ini mengindikasikan bahwa perusahaan memiliki tingkat ketergantungan terhadap utang yang lebih rendah dan lebih stabil secara finansial.",Investasi
DY dikatakan baik apabila?,"DY yang meningkat menunjukkan bahwa emiten saham tersebut mampu meningkatkan pembayaran dividen dibandingkan periode sebelumnya, sehingga dapat mengindikasikan bahwa usaha perusahaan berkembang. Perbandingan dengan periode sebelumnya perlu diperhatikan untuk mendapatkan pemahaman yang lebih komprehensif tentang kemajuan emiten dalam hal pembayaran dividen.",Investasi
Apa itu Dividen Tunai?,"Dividen tunai adalah pembagian keuntungan perusahaan kepada pemegang saham dalam bentuk uang tunai. Saat perusahaan memiliki cukup likuiditas atau kas yang mencukupi, mereka dapat membayar dividen dalam bentuk uang tunai kepada para pemegang saham.",Istilah
Dividen Saham adalah?,"Dividen saham adalah pembagian keuntungan perusahaan dalam bentuk saham perusahaan. Sebagai contoh, perusahaan mungkin membagikan satu saham baru kepada pemegang saham untuk setiap lima saham yang dimiliki. Dengan demikian, pemegang saham akan memiliki lebih banyak saham tanpa harus membayar tambahan.",Istilah
Apa itu Dividen Properti?,Dividen properti adalah pembagian keuntungan perusahaan dalam bentuk barang atau aset. Ini terjadi ketika perusahaan memutuskan untuk membagikan sebagian dari properti atau asetnya kepada pemegang saham sebagai bentuk dividen.,Istilah
Script Dividend adalah?,Script dividend adalah pembagian dividen dalam bentuk surat utang yang dijamin oleh perusahaan. Para pemegang saham akan menerima surat utang ini sebagai ganti dividen yang sebenarnya dan dapat menguangkannya pada waktu tertentu di masa depan.,Istilah
Liquidating Dividend adalah?,Liquidating dividend adalah pembagian dividen berdasarkan pengurangan modal perusahaan. Ini terjadi ketika perusahaan memutuskan untuk mengurangi modalnya dan membagikan sebagian dari modal tersebut kepada pemegang saham sebagai dividen.,Istilah
Stock Split adalah?,"Stock Split adalah pemecahan nilai nominal saham menjadi pecahan yang lebih kecil, sehingga jumlah saham beredar lebih banyak yang berguna untuk meningkatkan likuiditas. Tujuan Stock Split adalah memecah nilai agar harganya secara nominal menjadi lebih terjangkau bagi kebanyakan orang. Hal ini merupakan sentimen positif, karena setelah SS biasanya harga saham naik.",Istilah
Jelaskan tentang Reverse Stock Split,"Reverse Stock Split adalah penggabungan nilai nominal saham menjadi pecahan yang lebih besar, sehingga jumlah saham beredar lebih sedikit. Tujuan Reverse Stock Split adalah untuk menggabungkan nilai agar harga saham secara nominal tidak terlalu kecil. Hal ini cenderung merupakan sentimen negatif, karena setelah RSS biasanya harga saham menjadi turun. ",Istilah
Jelaskan tentang right issue,"Right Issue (RI) merupakan pelepasan saham baru dalam rangka menambah modal perusahaan. RI dilakukan dengan dua cara; yaitu HMETD (Hak Memesan Efek Terlebih Dahulu) yang termasuk dalam mandatory corporate action dan Non-HMETD yang termasuk dalam voluntary corporate action. HMETD adalah hak yang diperoleh para pemegang saham yang namanya telah tercatat dalam daftar pemegang saham suatu perseroan terbatas untuk menerima penawaran terlebih dahulu. Sedangkan Non-HMETD adalah Penambahan Modal tanpa Hak Memesan Efek Terlebih Dahulu (Private Placement), sehingga yang belum memiliki saham, masih bisa memiliki RI nya. Penambahan modal di sini wajib mendapatkan persetujuan RUPS (Rapat Umum Pemegang Saham).",Istilah
Jelaskan tentang Saham Bonus,"Seperti namanya, saham bonus adalah saham yang dibagikan secara percuma kepada pemegang saham berdasarkan jumlah saham yang dimiliki yang merupakan agio saham. Saham bonus diambil dari agio dalam laporan keuangan, di mana agio ini didapat dari selisih harga nominal saham dengan harga penawaran saham pada saat IPO atau pada saat Right Issue.",Istilah
Jelaskan tentang merger,"Merger adalah penggabungan dua perusahaan menjadi satu perusahaan. Perusahaan yang melakukan merger akan mengambil atau membeli seluruh aset dan liabilitas perusahaan yang dibeli. Secara otomatis aset dan liabilitas naik. Perusahaan yang dibeli akan berhenti beroperasi dan pemegang sahamnya akan mendapatkan saham pada perusahaan baru atau sejumlah uang tunai. Pada merger, penggambarannya adalah: Perusahaan A + Perusahaan B = Perusahaan A",Istilah
Jelaskan tentang Akuisisi,"Akuisisi adalah pengambil alihan atau takeover sebagian atau seluruh kepemilikan atas saham suatu perusahaan oleh perusahaan lain, dan keduanya tetap eksis sebagai perusahaan terpisah. Namun demikian, salah satu perusahaan akan tercatat sebagai pemegang saham dari perusahaan lainnya. Pada akuisisi, penggambarannya adalah: Perusahaan A + Perusahaan B = Perusahaan (A+B)",Istilah
Jelaskan tentang Buy Back saham,"Buy back adalah pembelian kembali saham yang beredar di publik oleh emiten. Hal ini akan berdampak pada berkurangnya saham beredar di publik. Tujuan diadakan buy back saham adalah untuk menahan penurunan harga saham, terutama ketika market bearish atau crash. Sejumlah emiten yang pernah melakukan buy back adalah PT Industri Jamu dan Farmasi Sido Muncul (SIDO) pada tahun 2015 dan PT Bank Rakyat Indonesia (BBRI) pada tahun 2016.",Istilah
Jelaskan tentang Tender Offer,Tender offer adalah suatu proses penawaran pembelian saham yang hendak dilakukan oleh sebuah perusahaan atau seorang investor yang akan membeli saham suatu perusahaan yang tercatat di bursa efek dalam jumlah tertentu.,Istilah
Apa arti dari kebebasan finansial?,Kebebasan finansial artinya memiliki kecukupan finansial (keuangan) untuk memenuhi gaya hidup yang diinginkan tanpa harus bekerja. Semua bisa terjadi dengan adanya passive income atau pendapatan yang didapatkan dari aset yang dimiliki.,Istilah
Bagaimana cara mencapai kebebasan finansial?,Kebebasan finansial dapat diraih melalui dua cara: a. Memperbesar pendapatan dan menekan pengeluaran untuk meningkatkan arus kas (cash flow) kamu b. Memperbanyak kepemilikan aset dan mengurangi utang untuk meningkatkan kekayaan bersih (net worth) kamu,Strategi
Dari mana saja pendapatan bisa diperoleh untuk mencapai kebebasan finansial?,"Pendapatan bisa diperoleh dari pekerjaan tetap atau dana dari orang tua. Namun, kamu bisa memperbesarnya dengan melakukan freelance, bisnis, royalti, ataupun pendapatan dari aset.",Strategi
Bagaimana cara mengidentifikasi tipe-tipe pengeluaran yang dapat ditekan untuk mencapai kebebasan finansial?,"Kamu harus bisa mengetahui pengeluaran apa saja yang dapat ditekan agar kamu bisa tetap menjalani hidup dengan selayaknya. Berikut adalah tipe-tipe pengeluaran: a. Pengeluaran primer: kebutuhan pokok pribadi dan keluarga yang harus dikeluarkan untuk bertahan hidup. Contoh: bahan makanan, listrik, air b. Pengeluaran kewajiban: harus dibayarkan kepada pihak lain untuk dapat menggunakan fasilitas tertentu. Contoh: SPP sekolah, pajak c. Pengeluaran sekunder: hanya dikeluarkan apabila pengeluaran primer telah terpenuhi. Contoh: liburan, subscription Netflix d. Tabungan dan investasi: sifatnya seperti pengeluaran primer karena harus diutamakan. Contoh: dana darurat, tabungan hari tua, tabungan untuk anak",Strategi
Apa yang dimaksud dengan cash flow?,Cash flow adalah pendapatan dikurangi dengan pengeluaran.,Istilah
Bagaimana aset dibagi menjadi aset finansial dan nonfinansial?,"Aset terbagi menjadi aset finansial dan nonfinansial: a. Aset finansial: uang tunai, deposito, saham, obligasi, reksa dana b. Aset nonfinansial: tanah, rumah, kendaraan",Strategi
Bagaimana perbedaan antara utang konsumtif dan utang produktif?,"Berdasarkan sifatnya, utang dapat dibedakan menjadi utang konsumtif dan produktif: a. Utang konsumtif: nilainya turun, tidak menghasilkan uang. Contoh: kredit mobil pribadi b. Utang produktif: nilainya naik, dapat menghasilkan uang. Contoh: kredit modal usaha",Strategi
Bagaimana cara menghitung net worth?,Net worth terbentuk dari aset dikurangi dengan utang-utang,Strategi
Apa itu efek compounding dalam investasi dan mengapa penting?,"Efek compounding adalah kemampuan aset untuk menghasilkan pendapatan tambahan dari modal sebelumnya dan bukan dari modal awal. Efek compounding sering dianalogikan dengan efek bola salju (snowball effect) karena ia akan terus berputar dan bertambah besar seiring berjalannya waktu. Oleh karena itu, efek compounding juga sering dikenal dengan istilah 'bunga berbunga'. Salah satu elemen penting yang mempengaruhi besaran efek compounding dari sebuah investasi adalah waktu. Semakin lama kamu berinvestasi, maka semakin besar hasil yang kamu dapatkan.",Istilah
Apa karakteristik investasi bodong?,"Karakteristik investasi bodong adalah: a. Return besar dalam waktu singkat (tidak rasional) b. Tidak memiliki izin resmi atau kelengkapan legal c. Mengatasnamakan perusahaan lain yang lebih terkenal d. Skema pengelolaan investasi tidak dijelaskan e. Kelengkapan pemilik usaha tidak jelas (organisasi, alamat, dsb) f. Berbentuk skema Ponzi/money game g. Menggandeng public figure untuk meningkatkan kredibilitas",Strategi
Apa itu pasar modal?,"Pasar modal adalah tempat bertemunya orang-orang yang memperjualbelikan instrumen keuangan (efek), seperti saham, obligasi, reksa dana, instrumen derivatif, dan lainnya.",Istilah
Apa fungsi pasar modal bagi masing-masing pihak?,a. Perusahaan: menghimpun dana dari masyarakat b. Investor: tempat menghasilkan return atas investasi di instrumen yang diperdagangkan c. Negara: memberikan pajak dan menjadi indikator pertumbuhan iklim bisnis suatu negara,Istilah
Apa saja instrumen yang umum diperdagangkan di pasar modal?,"a. Saham: surat bukti kepemilikan atas suatu perusahaan b. Obligasi: surat utang yang diterbitkan oleh negara atau perusahaan untuk menghimpun dana. Dikenal juga sebagai fixed income c. Reksa dana: instrumen yang menghimpun uang dari banyak investor untuk diinvestasikan dalam suatu portofolio yang terdiri atas saham, obligasi, dan instrumen pasar uang. Dikelola oleh Manajer Investasi (MI)",Istilah
Bagaimana pembagian investor berdasarkan profil risiko?,"a. Konservatif (risiko rendah) - tabungan, deposito, reksa dana pasar uang b. Moderat (risiko menengah) - reksa dana campuran c. Agresif (risiko tinggi) - saham, reksa dana saham, komoditas, forex, dll.",Strategi
Apa yang dimaksud dengan reksa dana dan jenis-jenisnya?,"Reksa dana merupakan kumpulan dana investasi yang diinvestasikan ke berbagai instrumen keuangan untuk menghasilkan keuntungan, seperti saham, obligasi, dan pasar uang. Dikelola oleh Manajer Investasi (MI). Jenis reksa dana (RD): a. RD pasar uang - deposito, Sertifikat Bank Indonesia (SBI) b. RD obligasi - minimal 80% dana ditempatkan di obligasi, sisanya di instrumen pasar uang c. RD saham - minimal 80% dana ditempatkan di saham, sisanya di pasar uang atau obligasi d. RD campuran - penempatan maksimal 80% di salah satu instrumen (pasar uang, obligasi, saham), sisanya ditempatkan di instrumen lainnya e. RD indeks - ditempatkan di suatu indeks acuan. Performa bergerak mengikuti indeks f. RD syariah - pengelolaan dana mengikuti prinsip syariah di pasar modal",Istilah
Apa saja aspek penting pada reksa dana?,a. Asset under management (AUM): total dana investor dalam suatu reksa dana b. Net asset value (NAV): harga reksa dana per unit c. Compound annual growth rate (CAGR): tingkat pertumbuhan rata-rata harga reksa dana per tahun dalam jangka waktu tertentu d. Expense ratio: persentase biaya operasional pengelolaan reksa dana e. Max drawdown: persentase penurunan terbesar suatu reksa dana dalam periode tertentu f. Alokasi aset: proporsi penempatan dana di jenis-jenis instrument g. Top holdings: alokasi aset investasi terbesar sebuah reksa dana h. Prospektus: dokumen berisi informasi produk reksa dana i. Fund fact sheet: laporan bulanan berisi informasi pengelolaan dan perkembangan reksa dana,Investasi
Apa keuntungan berinvestasi dalam reksa dana?,Reksa dana memberikan keuntungan dari kenaikan NAV sehingga menghasilkan capital gain.,Investasi
Apa itu Dollar Cost Averaging (DCA)?,"Dollar Cost Averaging (DCA) adalah strategi untuk berinvestasi secara rutin tanpa memerhatikan posisi harga reksa dana. Hal ini dikarenakan sulitnya memprediksi pergerakan pasar modal, sehingga sulit menentukan secara spesifik waktu terbaik untuk membeli reksa dana.",Istilah
Apa itu saham?,Saham adalah instrumen investasi berupa surat kepemilikan terhadap suatu perusahaan.,Istilah
Apa itu saham perusahaan terbuka di BEI?,"Saham yang diperdagangkan di BEI adalah saham perusahaan terbuka. Dapat dikenali dengan keterangan ""Tbk"" di belakang nama perusahaan.",Istilah
Apa itu Go-public atau initial public offering (IPO)?,"Go-public atau initial public offering (IPO) adalah proses penawaran perdana saham suatu perusahaan di pasar modal, sehingga setelahnya saham tersebut akan dapat diperdagangkan di pasar modal. Bagi perusahaan, ini adalah cara untuk menghimpun modal dari masyarakat.",Istilah
Apa itu lot dalam perdagangan saham di BEI?,"Saham di BEI diperjualbelikan dalam satuan lot, di mana satu lot terdiri atas seratus lembar saham.",Istilah
Apa saja potensi keuntungan berinvestasi saham?,"Berinvestasi saham memberikan potensi keuntungan yang dapat diperoleh dari: a. Capital gain: keuntungan dari selisih antara harga jual dan harga beli saham b. Dividen: keuntungan bersih perusahaan yang dibagikan kepada pemegang saham. Namun, tidak semua perusahaan selalu membagikan dividen setiap tahun",Investasi
Apa saja risiko yang terkait dengan investasi saham?,"Tidak hanya potensi keuntungan, investasi saham juga memiliki sejumlah risiko: a. Capital loss: kerugian dari selisih antara harga beli dan harga jual saham b. Kebangkrutan: jika perusahaan dinyatakan bangkrut, investor hanya akan menerima nilai aset yang tersisa setelah semua kewajiban perusahaan dilunasi c. Risiko likuiditas: suatu saham tidak banyak ditransaksikan oleh masyarakat, sehingga investor sulit untuk membeli/menjual saham tersebut d. Forced delisting: saham perusahaan dikeluarkan dari BEI karena kinerja keuangan yang tidak baik atau melanggar peraturan bursa e. Suspensi: perdagangan suatu saham dihentikan oleh bursa karena adanya alasan tertentu berdasarkan aturan BEI f. Risiko pasar (systematic risk): risiko yang memengaruhi keseluruhan pasar, seperti perubahan tingkat suku bunga, kebijakan pemerintah, dsb. g. Risiko unik (unsystematic risk): risiko dinamika pasar yang dialami oleh suatu perusahaan saja, seperti munculnya pesaing baru",Investasi
Apa saja jenis analisis saham yang umum ditemui?,"Terdapat 3 jenis analisis saham yang umum ditemui: a. Analisis fundamental: menilai saham berdasarkan performa bisnis suatu perusahaan. Biasanya digunakan untuk investasi jangka panjang b. Analisis teknikal: menilai saham berdasarkan pergerakan harga saham dan pola grafik. Biasa digunakan untuk investasi jangka pendek (trading) c. Bandarmology: menganalisis suatu saham berdasarkan volume transaksi yang dilakukan oleh suatu broker tertentu, dengan asumsi bahwa volume transaksi yang besar akan dapat berpengaruh signifikan terhadap harga suatu saham",Trading
Apa itu aksi korporasi dalam pasar modal?,Aksi korporasi adalah tindakan perusahaan yang dapat memengaruhi harga dan jumlah saham perusahaan di pasar modal.,Istilah
Apa saja jenis aksi korporasi dalam perdagangan saham?,"a. Stock split: pemecahan nominal saham menjadi lebih kecil dengan rasio tertentu b. Reverse stock split: kebalikan dari stock split, menggabungkan saham dengan rasio tertentu untuk menghasilkan nominal yang lebih besar c. Rights issue dan private placement: penerbitan saham baru ke pasar oleh perusahaan untuk mengumpulkan tambahan pendanaan. Pada rights issue, pemilik saham eksisting mendapat hak membeli terlebih dahulu untuk menghindari efek dilusi kepemilikan. Sedangkan pada private placement hak membeli saham hanya diberikan kepada pihak yang ditunjuk perusahaan, sehingga menyebabkan dilusi bagi investor lainnya d. Stock dividend: perusahaan membagikan saham baru kepada pemilik eksisting sesuai proporsi kepemilikannya. Misal jika perusahaan melakukan 10% stock dividend, maka investor yang memiliki 500 lembar saham akan mendapat tambahan sebanyak 50 lembar e. Cash dividend: pembagian laba kepada para pemegang saham f. Merger & Akuisisi (M&A): penggabungan dua atau lebih perusahaan. Pada merger, para pihak akan bergabung membentuk perusahaan baru dengan nama yang baru. Sementara pada akuisisi, terdapat satu pihak yang mengambil alih/membeli pihak lainnya g. Shares buyback: pembelian kembali saham di bursa oleh perusahaan yang menerbitkan saham tersebut",Istilah
Apa itu Laporan Keuangan?,Laporan Keuangan adalah catatan informasi keuntungan perusahaan pada satu periode yang dapat digunakan untuk menggambarkan kinerja perusahaan.,Istilah
Mengapa penting untuk memahami laporan keuangan saat berinvestasi?,"Berinvestasi sama dengan membeli perusahaan, sehingga penting untuk memahami dan menilai bisnis perusahaan dari laporan keuangannya.",Investasi
Bagaimana pembagian laporan keuangan?,Laporan keuangan terbagi menjadi dua yaitu laporan keuangan kuartalan dan laporan keuangan tahunan.,Strategi
Apa saja komponen laporan keuangan dalam investasi?,"a. Laporan posisi keuangan atau neraca (Balance Sheet), b. Laporan laba rugi (Income Statement), c. Laporan arus kas (Cash Flow), d. Catatan atas laporan keuangan (Notes).",Investasi
Apa itu auditor?,Auditor adalah pihak profesional yang bertugas untuk menguji validitas dan memberikan opini atas hasil audit yang telah dilakukan terhadap laporan keuangan perusahaan.,Istilah
Berapa jenis opini auditor yang ada dan manakah yang wajib dipertimbangkan saat berinvestasi?,"Terdapat 5 jenis opini auditor, tapi kita wajib melakukan investasi ke perusahaan yang opininya wajar tanpa pengecualian karena berarti manajemen telah melaporkan secara wajar dan sesuai dengan ketentuan laporan keuangan.",Investasi
Apa itu komponen neraca?,"Ada 3 komponen neraca, yaitu aset, liabilitas, dan ekuitas.",Istilah
Apa yang dimaksud dengan aset?,Aset adalah sumber daya fisik dan non-fisik yang bermanfaat untuk menunjang operasional perusahaan.,Istilah
Bagaimana pembagian aset?,"Aset = Aset Lancar + Aset Tidak Lancar. a. Aset Lancar: Jenis aset perusahaan yang mudah dikonversi menjadi uang tunai dalam waktu kurang dari satu tahun. b. Aset Tidak Lancar: Aset yang relatif lebih sulit dikonversi menjadi kas, dan memiliki masa manfaat lebih dari satu tahun.",Strategi
Apa itu depresiasi?,Depresiasi adalah turunnya nilai suatu aset tetap seiring waktu dan penggunaan aset tersebut.,Istilah
Apa itu liabilitas?,Liabilitas atau utang adalah sesuatu yang kita peroleh dari orang lain dan suatu saat nanti harus dikembalikan.,Istilah
Bagaimana pembagian liabilitas berdasarkan jangka waktu pembayaran?,Liabilitas = Liabilitas Jangka Pendek + Liabilitas Jangka Panjang. a. Liabilitas Jangka Pendek (current liabilities) adalah kewajiban yang harus dilunasi perusahaan dalam jangka waktu kurang dari satu tahun sejak tanggal neraca. b. Liabilitas Jangka Panjang (non-current liabilities) adalah kewajiban yang dapat dilunasi perusahaan dalam jangka waktu di atas satu tahun sejak tanggal neraca.,Strategi
Apa saja itu jenis utang berdasarkan karakteristiknya?,"a. Interest-bearing debt, utang yang menghasilkan bunga, misalnya utang bank, atau utang dari menerbitkan obligasi. b. Non-interest-bearing debt, utang yang tidak menghasilkan bunga, seperti utang ke supplier, utang gaji, dan sebagainya.",Istilah
Apa itu ekuitas?,Ekuitas adalah kontribusi modal pemilik perusahaan atau pemegang saham atas aset perusahaannya.,Istilah
Apa itu komponen ekuitas?,"Ekuitas terdiri atas modal disetor, tambahan modal disetor, saham treasury, dan saldo laba ditahan.",Istilah
Apa itu prinsip pencatatan dalam laporan keuangan?,"a. Prinsip biaya historis, b. Prinsip nilai wajar.",Istilah
Apa itu laba kotor?,Laba Kotor = Pendapatan - Harga Pokok Penjualan. Harga Pokok Penjualan (HPP) adalah biaya yang berkaitan langsung sama aktivitas produksi perusahaan.,Istilah
Apa itu laba operasional?,"Laba Operasional = Laba Kotor - (Beban Penjualan dan Pemasaran + Beban Umum dan Administrasi + Beban Lain-Lain). Beban pemasaran & penjualan itu misalnya iklan, promosi, dan distribusi sampai ke konsumen akhir. Beban umum & administrasi biasanya biaya yang dikeluarkan untuk menunjang operasional perusahaan. Beban dan pendapatan lain-lain adalah pos yang biasanya dipisah karena munculnya insidentil aja, alias sekali-sekali, dan bukan bagian dari kegiatan inti perusahaan.",Istilah
Apa itu laba sebelum pajak?,"Laba Sebelum Pajak = Laba Operasional + Pendapatan Keuangan - Beban Keuangan. Finance income & cost Isinya adalah pendapatan dan pengeluaran perusahaan akibat aktivitas keuangan, dan nggak berkaitan dengan hasil operasional.",Istilah
Bagaimana perhitungan beban pajak penghasilan?,Beban Pajak Penghasilan = Persentase Pajak Efektif x Laba Sebelum Pajak.,Strategi
Apa itu laba bersih?,Laba Bersih = Laba Kotor - Beban Usaha. Laba bersih diatribusikan kepada pemilik entitas = laba bersih perusahaan - kepentingan non-pengendali.,Istilah
Apa itu arus kas dari aktivitas operasi?,Arus Kas dari Aktivitas Operasi atau cash flow from operating activities adalah arus kas yang berasal dari aktivitas yang berhubungan operasi bisnis utama yang dijalankan perusahaan.,Istilah
Apa itu arus kas dari aktivitas investasi?,Arus Kas dari Aktivitas Investasi atau cash flow from investing activities adalah arus kas yang berasal dari aktivitas berhubungan dengan investasi serta penjualan atau pembelian dari aset perusahaan.,Istilah
Apa itu arus kas dari aktivitas pendanaan?,Arus Kas dari Aktivitas Pendanaan atau cash flow from financing activities adalah arus kas yang berasal dari aktivitas yang berhubungan dengan pendanaan dan pembayaran dividen.,Istilah
Apa itu Free Cash Flow?,Free Cash Flow = Operating Cash Flow - Capital Expenditure. Investor dapat mengukur jumlah free cash flow (arus kas bebas) perusahaan. Arus kas bebas digunakan untuk melunasi utang atau membayar dividen terhadap pemegang saham perusahaan.,Istilah
Apa itu Activity Ratio?,Activity Ratio adalah rasio yang digunakan untuk mengukur efisiensi dan efektivitas operasional perusahaan.,Istilah
Apa itu Current Ratio?,Current Ratio = Aset Lancar / Liabilitas Lancar. Rasio yang bertujuan untuk mengukur kemampuan perusahaan dalam membayar kewajiban jangka pendeknya dengan aset lancar yang dimiliki.,Istilah
Apa itu Asset Turnover Ratio?,Asset Turnover Ratio = Pendapatan / Total Aset. Rasio yang menunjukkan efisiensi aset yang dimiliki perusahaan dalam menghasilkan penjualan.,Istilah
Apa itu Days in Inventory?,Days in Inventory = (Jumlah persediaan rata-rata / HPP) x 365 hari. Rasio yang menunjukkan rata-rata jumlah hari yang dibutuhkan perusahaan untuk menjual produk.,Istilah
Apa itu Days in Receivable?,Days in Receivable = (Piutang dagang / HPP) x 365. Rasio yang menunjukkan rata-rata jumlah hari yang dibutuhkan perusahaan untuk menagih piutang dagang (receivable).,Istilah
Apa itu Days in Payable?,Days in Payable = (Utang dagang / HPP) x 365. Rasio yang menunjukkan rata-rata jumlah hari yang dibutuhkan perusahaan untuk membayar utang dagang ke pihak lain.,Istilah
Apa itu Debt to equity Ratio (DER)?,Debt-to-equity Ratio (DER) = Total utang berbunga / Total Ekuitas. Rasio yang berfungsi menunjukkan proporsi utang terhadap ekuitas dalam menjalankan perusahaan.,Istilah
Apa itu Interest Coverage Ratio?,Interest Coverage Ratio = Laba Sebelum Bunga dan Pajak / Beban Bunga. Rasio yang mengukur kemampuan perusahaan dalam membayar beban bunga dengan pendapatan operasionalnya.,Istilah
Apa itu Profitability Ratio?,Profitability Ratio adalah rasio yang digunakan untuk mengukur tingkat keuntungan dan efektivitas operasi perusahaan.,Istilah
Apa itu Gross Profit Margin (GPM)?,Gross Profit Margin (GPM) = (Pendapatan - HPP) / Pendapatan. Rasio yang menunjukkan total laba kotor yang diperoleh dari total penjualan.,Istilah
Apa itu Net Profit Margin (NPM)?,Net Profit Margin (NPM) = Laba bersih yang diatribusikan kepada pemilik entitas induk / Pendapatan. Rasio yang menunjukkan keuntungan dari operasi bisnis dengan membandingkan laba bersih yang dihasilkan terhadap total penjualan.,Istilah
Apa itu Solvency Ratio?,Solvency Ratio adalah rasio yang digunakan untuk mengukur kemampuan perusahaan dalam memenuhi kewajiban finansial jangka panjangnya.,Istilah
Apa itu Return on Equity (ROE)?,Return on Equity (ROE) = Laba bersih / Total Ekuitas. Rasio yang mengukur kemampuan ekuitas yang dimiliki pemegang saham (shareholders equity) dalam menghasilkan laba bersih.,Istilah
Apa itu Return on Asset (ROA)?,Return on Asset (ROA) = Laba bersih / Total Aset. Rasio yang mengukur kemampuan aset yang dimiliki perusahaan dalam menghasilkan laba bersih.,Istilah
Apa yang menjadi fokus dari analisis fundamental dalam berinvestasi saham?,Analisis fundamental berfokus pada performa bisnis suatu perusahaan dengan mempertimbangkan harga dan kualitas.,Investasi
Apa saja macam-macam pendekatan dalam analisis saham dalam investasi saham?,"Macam-macam pendekatan dalam analisis saham meliputi Value Investing, Quality Investing, dan Growth Investing.",Investasi
"Apa saja analisis penting dalam berinvestasi, dan apa yang dianalisis dalam masing-masingnya?","Tiga analisis penting dalam berinvestasi adalah analisis perusahaan (produk, performa finansial, dll.), analisis industri (peta kompetisi, regulasi, dll.), dan analisis ekonomi (pertumbuhan ekonomi, inflasi, dll.).",Investasi
Apa itu compound annual growth rate (CAGR) dan bagaimana rumusnya?,CAGR adalah metode untuk menghitung pertumbuhan rata-rata tahunan. Rumusnya adalah (Nilai Akhir / Nilai Awal) ^(1 / Tahun) - 1.,Istilah
Apa saja istilah yang sering digunakan untuk membandingkan performa finansial perusahaan antara periode waktu?,"Istilah-istilah yang sering digunakan adalah TTM (Twelve Trailing Months), YTD (Year-to-Date), QoQ (Quarter-on-Quarter), dan YoY (Year-on-Year).",Istilah
Apaitu Moat?,"Moat adalah ""keunggulan"" yang dimiliki perusahaan yang bisa membantunya menang atau unggul diantara kompetitornya.",Istilah
Apa itu broker?,"Broker adalah perantara antara pembeli dan penjual dalam perdagangan aset keuangan. Mereka menghubungkan investor dengan pasar, memungkinkan mereka untuk membeli dan menjual saham, obligasi, mata uang, komoditas, dan aset keuangan lainnya.",Istilah
